regiao,sexo,geracao,fx_etaria,decada,religiao,renda,ensino,pres1,pres2,atitude_pt,nota_pt,PT,PSDB,ano,esquerda_direita,peso,PL
Sudeste,masculino,geracaoX,16-29,1970s,católica,+ de 5 s.m,médio,PT,PT,neutro,6.0,1,0.0,2002,centro,1.1037284911432002,
Sudeste,masculino,boomers,45-59,1950s,outras,+ de 5 s.m,superior,PSDB,PSDB,não gosta,3.0,0,1.0,2002,centro,2.4627421633152,
Sudeste,feminino,silenciosa,+60,1920s,católica,2 a 5 s.m,fundamental,,,não gosta,2.0,0,0.0,2002,não sabe,0.9958317157360002,
Sudeste,masculino,boomers,45-59,1940s,católica,até 2 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2002,direita,0.833176217692,
Sudeste,masculino,boomers,45-59,1950s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2002,esquerda,1.1514934850952,
Sudeste,feminino,silenciosa,+60,1920s,católica,,fundamental,PT,PT,gosta,9.0,1,0.0,2002,não sabe,0.9958317157360002,
Sudeste,feminino,silenciosa,+60,1930s,católica,+ de 5 s.m,médio,,,não gosta,1.0,0,0.0,2002,centro,0.416012172472,
Sudeste,feminino,millenials,16-29,1980s,outras,2 a 5 s.m,médio,PT,PT,gosta,8.0,1,0.0,2002,esquerda,0.6172518865656,
Sudeste,masculino,geracaoX,30-44,1960s,católica,até 2 s.m,fundamental,PPS,PSDB,não gosta,0.0,0,1.0,2002,centro,0.7528298240112,
Sudeste,feminino,geracaoX,16-29,1980s,católica,2 a 5 s.m,fundamental,PPS,PSDB,não gosta,0.0,0,1.0,2002,centro,0.7732204866568001,
Sudeste,feminino,silenciosa,+60,1940s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2002,direita,0.9958317157360002,
Sudeste,feminino,geracaoX,16-29,1970s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,7.0,1,0.0,2002,centro,0.7748693245904,
Sudeste,feminino,silenciosa,+60,1930s,católica,até 2 s.m,fundamental,,,gosta,10.0,0,0.0,2002,esquerda,0.9958317157360002,
Sudeste,masculino,millenials,16-29,1980s,católica,2 a 5 s.m,superior,PT,PT,gosta,7.0,1,0.0,2002,centro,0.4167143621472,
Sudeste,masculino,boomers,45-59,1950s,católica,2 a 5 s.m,fundamental,,,gosta,10.0,0,0.0,2002,direita,1.1514934850952,
Sudeste,feminino,geracaoX,30-44,1960s,católica,+ de 5 s.m,médio,PT,PT,gosta,7.0,1,0.0,2002,direita,0.7097980713512001,
Sudeste,feminino,boomers,45-59,1950s,católica,2 a 5 s.m,fundamental,PT,PT,não gosta,4.0,1,0.0,2002,,0.8938633124720001,
Sudeste,masculino,boomers,30-44,1960s,católica,+ de 5 s.m,superior,PT,PT,gosta,9.0,1,0.0,2002,esquerda,2.4627421633152,
Sudeste,feminino,geracaoX,16-29,1970s,católica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2002,esquerda,0.3611608976144,
Sudeste,masculino,silenciosa,+60,1920s,evangélica,até 2 s.m,fundamental,,,não gosta,3.0,0,0.0,2002,não sabe,0.833176217692,
Sudeste,feminino,boomers,30-44,1960s,católica,+ de 5 s.m,médio,PT,PT,neutro,5.0,1,0.0,2002,centro,1.1916078307952,
Sudeste,masculino,boomers,45-59,1950s,católica,até 2 s.m,fundamental,PPS,PT,neutro,5.0,1,0.0,2002,direita,1.1514934850952,
Sudeste,feminino,boomers,30-44,1960s,evangélica,2 a 5 s.m,fundamental,PT,PSDB,não gosta,4.0,0,1.0,2002,esquerda,0.8938633124720001,
Sudeste,masculino,millenials,16-29,1980s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2002,esquerda,0.5731507533544,
Sudeste,masculino,geracaoX,30-44,1960s,evangélica,+ de 5 s.m,médio,PSDB,PT,não gosta,3.0,1,0.0,2002,centro,1.1037284911432002,
Sudeste,feminino,silenciosa,+60,1920s,evangélica,2 a 5 s.m,fundamental,,,neutro,5.0,0,0.0,2002,não sabe,0.9958317157360002,
Sudeste,feminino,silenciosa,+60,1930s,católica,,fundamental,,,,,0,0.0,2002,não sabe,0.9958317157360002,
Sudeste,feminino,boomers,30-44,1960s,católica,2 a 5 s.m,fundamental,,,,,0,0.0,2002,não sabe,0.8938633124720001,
Sudeste,feminino,boomers,30-44,1960s,católica,,fundamental,PT,PT,gosta,10.0,1,0.0,2002,não sabe,0.9958317157360002,
Sudeste,feminino,millenials,16-29,1980s,evangélica,até 2 s.m,fundamental,PSB,PSDB,não gosta,0.0,0,1.0,2002,não sabe,0.7732204866568001,
Sudeste,masculino,boomers,45-59,1940s,católica,2 a 5 s.m,fundamental,PT,PT,neutro,5.0,1,0.0,2002,não sabe,0.833176217692,
Sudeste,masculino,millenials,16-29,1980s,outras,até 2 s.m,fundamental,PT,PT,não gosta,0.0,1,0.0,2002,não sabe,0.2409415988096,
Sudeste,feminino,silenciosa,+60,1940s,católica,,fundamental,,,neutro,5.0,0,0.0,2002,não sabe,0.9958317157360002,
Sudeste,feminino,boomers,30-44,1950s,católica,até 2 s.m,fundamental,,,,,0,0.0,2002,não sabe,0.8938633124720001,
Sudeste,feminino,geracaoX,16-29,1970s,evangélica,,médio,,,neutro,5.0,0,0.0,2002,não sabe,0.7097980713512001,
Sudeste,masculino,geracaoX,30-44,1960s,evangélica,até 2 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2002,não sabe,0.7528298240112,
Sudeste,masculino,geracaoX,16-29,1970s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2002,direita,0.7528298240112,
Sudeste,feminino,geracaoX,30-44,1960s,católica,2 a 5 s.m,fundamental,,,gosta,7.0,0,0.0,2002,não sabe,0.8938633124720001,
Sudeste,masculino,geracaoX,16-29,1970s,católica,2 a 5 s.m,fundamental,PPS,PT,gosta,7.0,1,0.0,2002,centro,0.7528298240112,
Sudeste,masculino,silenciosa,+60,1930s,evangélica,2 a 5 s.m,fundamental,PSB,PT,neutro,5.0,1,0.0,2002,não sabe,0.833176217692,
Sudeste,feminino,geracaoX,16-29,1970s,católica,até 2 s.m,fundamental,PT,PSDB,gosta,8.0,0,1.0,2002,não sabe,0.2570708352888,
Sudeste,masculino,geracaoX,16-29,1980s,católica,,médio,,,gosta,8.0,0,0.0,2002,esquerda,1.1243444983264002,
Sudeste,masculino,geracaoX,16-29,1970s,católica,2 a 5 s.m,médio,PT,PT,gosta,8.0,1,0.0,2002,centro,1.1243444983264002,
Sudeste,feminino,millenials,16-29,1980s,evangélica,2 a 5 s.m,médio,,,não gosta,4.0,0,0.0,2002,direita,0.6172518865656,
Sudeste,feminino,boomers,45-59,1950s,católica,,fundamental,PT,PT,neutro,5.0,1,0.0,2002,esquerda,0.9958317157360002,
Sudeste,feminino,millenials,16-29,1980s,católica,2 a 5 s.m,fundamental,,,neutro,5.0,0,0.0,2002,não sabe,0.2570708352888,
Sudeste,masculino,geracaoX,16-29,1970s,evangélica,2 a 5 s.m,médio,,,não gosta,4.0,0,0.0,2002,centro,1.1037284911432002,
Sudeste,feminino,millenials,16-29,1980s,católica,2 a 5 s.m,superior,PT,PT,gosta,8.0,1,0.0,2002,esquerda,0.6172518865656,
Sudeste,masculino,geracaoX,30-44,1960s,católica,+ de 5 s.m,superior,PT,PT,gosta,8.0,1,0.0,2002,direita,1.1037284911432002,
Sudeste,feminino,geracaoX,30-44,1970s,outras,+ de 5 s.m,médio,PT,PT,gosta,10.0,1,0.0,2002,esquerda,1.4738297320864002,
Sudeste,masculino,boomers,30-44,1960s,outras,,médio,PT,PT,gosta,10.0,1,0.0,2002,esquerda,1.1526705079032002,
Sudeste,feminino,silenciosa,+60,1920s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2002,não sabe,0.9958317157360002,
Sudeste,feminino,silenciosa,+60,1940s,católica,,fundamental,,,,,0,0.0,2002,não sabe,0.9958317157360002,
Sudeste,masculino,geracaoX,16-29,1970s,evangélica,+ de 5 s.m,fundamental,branco_nulo,branco_nulo,neutro,6.0,0,0.0,2002,não sabe,0.7528298240112,
Sudeste,feminino,geracaoX,16-29,1970s,sem religião,+ de 5 s.m,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2002,não sabe,1.4738297320864002,
Sudeste,feminino,silenciosa,+60,1930s,católica,,fundamental,PSB,PSDB,não gosta,2.0,0,1.0,2002,direita,0.9958317157360002,
Sudeste,masculino,geracaoX,30-44,1960s,católica,,fundamental,PPS,PT,não gosta,4.0,1,0.0,2002,esquerda,0.7528298240112,
